2017-10-10T02:00:00.000,Leesel Transportation Corp.,74.99999999999999,Pioneer Transportation,19.1,Reliant Transportation Inc.,15.4,G.V.C. LTD,12.299999999999999,Van Trans LLC,7.1
2017-10-11T02:00:00.000,Leesel Transportation Corp.,75.10000000000001,Reliant Transportation Inc.,27.7,Pioneer Transportation,17.0,G.V.C. LTD,11.399999999999999,Boro Transit Inc.,8.600000000000001
2017-10-12T02:00:00.000,Leesel Transportation Corp.,45.199999999999996,Reliant Transportation Inc.,24.7,Pioneer Transportation,14.8,Mar-Can Transportation,13.3,G.V.C. LTD,9.7
2017-10-13T02:00:00.000,Leesel Transportation Corp.,27.1,Reliant Transportation Inc.,16.2,Pioneer Transportation,14.5,G.V.C. LTD,11.3,New Dawn Transit LLC,8.5
2017-10-15T02:00:00.000,B & F Skilled Inc.,1.0,Don Thomas Buses Inc.,0.3
2017-10-16T02:00:00.000,Leesel Transportation Corp.,47.199999999999996,Reliant Transportation Inc.,34.9,Pioneer Transportation,19.2,G.V.C. LTD,10.399999999999999,New Dawn Transit LLC,7.1
2017-10-17T02:00:00.000,Leesel Transportation Corp.,49.8,Reliant Transportation Inc.,28.2,Pioneer Transportation,14.9,G.V.C. LTD,11.299999999999999,New Dawn Transit LLC,7.200000000000001
2017-10-18T02:00:00.000,Leesel Transportation Corp.,49.5,Pioneer Transportation,22.2,Reliant Transportation Inc.,18.7,G.V.C. LTD,10.1,Don Thomas Buses Inc.,6.2
2017-10-19T02:00:00.000,Leesel Transportation Corp.,56.5,Reliant Transportation Inc.,35.0,Pioneer Transportation,23.0,G.V.C. LTD,20.2,New Dawn Transit LLC,11.600000000000001
2017-10-20T02:00:00.000,Leesel Transportation Corp.,51.800000000000004,Reliant Transportation Inc.,30.599999999999998,Pioneer Transportation,19.1,G.V.C. LTD,16.3,Van Trans LLC,4.3999999999999995
2017-10-22T02:00:00.000,IC Bus Inc.,0.3
2017-10-23T02:00:00.000,Leesel Transportation Corp.,55.9,Reliant Transportation Inc.,22.599999999999998,Pioneer Transportation,20.299999999999997,G.V.C. LTD,15.9,New Dawn Transit LLC,10.2
2017-10-24T02:00:00.000,Leesel Transportation Corp.,56.6,Reliant Transportation Inc.,17.799999999999997,Pioneer Transportation,14.2,G.V.C. LTD,11.8,Careful Bus,6.0
2017-10-25T02:00:00.000,Leesel Transportation Corp.,59.099999999999994,Reliant Transportation Inc.,27.9,Pioneer Transportation,10.7,G.V.C. LTD,10.600000000000001,New Dawn Transit LLC,6.9
2017-10-26T02:00:00.000,Leesel Transportation Corp.,64.9,Reliant Transportation Inc.,21.999999999999996,Pioneer Transportation,16.5,G.V.C. LTD,9.799999999999999,L & M Bus Corp.,7.9
2017-10-27T02:00:00.000,Leesel Transportation Corp.,66.3,Pioneer Transportation,18.2,Reliant Transportation Inc.,13.0,G.V.C. LTD,11.1,Van Trans LLC,6.699999999999999
2017-10-29T02:00:00.000,G.V.C. LTD,0.2
2017-10-30T01:00:00.000,Leesel Transportation Corp.,69.99999999999999,Reliant Transportation Inc.,40.199999999999996,Pioneer Transportation,28.4,G.V.C. LTD,17.5,Van Trans LLC,14.5
2017-10-31T01:00:00.000,Leesel Transportation Corp.,42.9,Y & M Transit Corp.,28.2,Pioneer Transportation,17.5,Reliant Transportation Inc.,17.099999999999998,G.V.C. LTD,17.0
2017-11-01T01:00:00.000,Leesel Transportation Corp.,23.2,G.V.C. LTD,11.9,New Dawn Transit LLC,8.3,Van Trans LLC,5.8999999999999995,Pride Transportation Services,5.0
2017-11-02T01:00:00.000,Leesel Transportation Corp.,16.9,G.V.C. LTD,13.0,L & M Bus Corp.,4.5,Don Thomas Buses Inc.,3.0,Boro Transit Inc.,2.2
2017-11-03T01:00:00.000,Leesel Transportation Corp.,49.7,Reliant Transportation Inc.,21.799999999999997,First Steps Transportation Inc.,12.200000000000001,Pioneer Transportation,10.0,G.V.C. LTD,9.1
2017-11-06T01:00:00.000,G.V.C. LTD,6.2,L & M Bus Corp.,3.2,Allied Transit Corp.,1.4,Don Thomas Buses Inc.,1.2999999999999998,IC Bus Inc.,1.2000000000000002
2017-11-07T01:00:00.000,Leesel Transportation Corp.,2.1,Reliant Transportation Inc.,1.7999999999999998,L & M Bus Corp.,1.5,G.V.C. LTD,1.0,Mar-Can Transportation,1.0
2017-11-08T01:00:00.000,Leesel Transportation Corp.,64.0,Reliant Transportation Inc.,25.5,New Dawn Transit LLC,14.0,G.V.C. LTD,12.5,Pioneer Transportation,11.399999999999999
2017-11-09T01:00:00.000,Leesel Transportation Corp.,73.5,Pioneer Transportation,23.9,Reliant Transportation Inc.,20.5,G.V.C. LTD,18.599999999999998,Mar-Can Transportation,17.499999999999996
2017-11-10T01:00:00.000,Leesel Transportation Corp.,33.099999999999994,Reliant Transportation Inc.,15.299999999999999,Pioneer Transportation,14.2,Quality Transportation Corp.,8.9,G.V.C. LTD,7.2
2017-11-12T01:00:00.000,B & F Skilled Inc.,0.8999999999999999
2017-11-13T01:00:00.000,Leesel Transportation Corp.,56.7,Reliant Transportation Inc.,46.099999999999994,Pioneer Transportation,21.2,G.V.C. LTD,20.4,Boro Transit Inc.,15.8
2017-11-14T01:00:00.000,Leesel Transportation Corp.,30.9,Reliant Transportation Inc.,10.1,Pioneer Transportation,8.1,G.V.C. LTD,7.5,IC Bus Inc.,6.6000000000000005
2017-11-15T01:00:00.000,Leesel Transportation Corp.,33.8,Reliant Transportation Inc.,21.0,Pioneer Transportation,15.2,G.V.C. LTD,8.4,Boro Transit Inc.,6.7
2017-11-16T01:00:00.000,Leesel Transportation Corp.,64.8,Reliant Transportation Inc.,28.8,Pioneer Transportation,15.2,G.V.C. LTD,12.5,Van Trans LLC,9.299999999999999
2017-11-17T01:00:00.000,Leesel Transportation Corp.,31.5,Reliant Transportation Inc.,17.2,Pioneer Transportation,15.7,G.V.C. LTD,7.7,IC Bus Inc.,5.5
2017-11-20T01:00:00.000,Leesel Transportation Corp.,24.0,Pioneer Transportation,12.8,Reliant Transportation Inc.,7.799999999999999,G.V.C. LTD,6.6,SNT Bus Inc.,6.4
2017-11-21T01:00:00.000,Leesel Transportation Corp.,30.5,Reliant Transportation Inc.,16.2,Pioneer Transportation,12.9,G.V.C. LTD,10.0,Quality Transportation Corp.,6.7
2017-11-22T01:00:00.000,Leesel Transportation Corp.,38.4,Pioneer Transportation,9.5,Boro Transit Inc.,8.5,G.V.C. LTD,7.1,Reliant Transportation Inc.,6.4
2017-11-27T01:00:00.000,Leesel Transportation Corp.,40.3,Reliant Transportation Inc.,18.4,Pioneer Transportation,13.299999999999999,Boro Transit Inc.,12.2,G.V.C. LTD,9.3
2017-11-28T01:00:00.000,Leesel Transportation Corp.,29.599999999999998,Pioneer Transportation,17.0,Reliant Transportation Inc.,16.0,G.V.C. LTD,11.299999999999999,New Dawn Transit LLC,7.4
2017-11-29T01:00:00.000,Leesel Transportation Corp.,34.9,Pioneer Transportation,11.6,Reliant Transportation Inc.,11.0,G.V.C. LTD,7.8,SNT Bus Inc.,6.3
2017-11-30T01:00:00.000,Leesel Transportation Corp.,38.9,Reliant Transportation Inc.,10.1,Pioneer Transportation,8.299999999999999,Van Trans LLC,7.0,G.V.C. LTD,6.8
2017-12-01T01:00:00.000,Leesel Transportation Corp.,35.199999999999996,Pioneer Transportation,24.3,Van Trans LLC,13.399999999999999,G.V.C. LTD,11.299999999999999,Reliant Transportation Inc.,10.999999999999998
2017-12-03T01:00:00.000,Hoyt Transportation Corp,1.0,L & M Bus Corp.,0.2
2017-12-04T01:00:00.000,Leesel Transportation Corp.,27.8,Van Trans LLC,18.8,Pioneer Transportation,18.5,Reliant Transportation Inc.,17.4,Boro Transit Inc.,10.1
2017-12-05T01:00:00.000,Leesel Transportation Corp.,30.799999999999997,Pioneer Transportation,10.9,Quality Transportation Corp.,9.4,Reliant Transportation Inc.,8.4,Van Trans LLC,7.2
2017-12-06T01:00:00.000,Leesel Transportation Corp.,33.0,Pioneer Transportation,13.1,Reliant Transportation Inc.,7.8,Don Thomas Buses Inc.,6.3,New Dawn Transit LLC,5.800000000000001
2017-12-07T01:00:00.000,Leesel Transportation Corp.,49.4,Pioneer Transportation,13.8,Van Trans LLC,10.5,Reliant Transportation Inc.,9.799999999999999,G.V.C. LTD,7.8999999999999995
2017-12-08T01:00:00.000,Leesel Transportation Corp.,40.199999999999996,Pioneer Transportation,13.899999999999999,G.V.C. LTD,10.9,Reliant Transportation Inc.,9.299999999999999,Van Trans LLC,6.0
2017-12-11T01:00:00.000,Leesel Transportation Corp.,45.099999999999994,Reliant Transportation Inc.,19.2,Pioneer Transportation,18.9,Van Trans LLC,11.299999999999999,G.V.C. LTD,10.4
2017-12-12T01:00:00.000,Leesel Transportation Corp.,52.199999999999996,Pioneer Transportation,23.2,Reliant Transportation Inc.,18.3,Van Trans LLC,16.7,G.V.C. LTD,15.600000000000001
2017-12-13T01:00:00.000,Leesel Transportation Corp.,63.5,Reliant Transportation Inc.,26.5,Pioneer Transportation,24.1,New Dawn Transit LLC,15.6,SNT Bus Inc.,12.7
2017-12-14T01:00:00.000,Leesel Transportation Corp.,95.7,Reliant Transportation Inc.,53.7,Pioneer Transportation,40.4,Mar-Can Transportation,27.0,Van Trans LLC,20.4
2017-12-15T01:00:00.000,Leesel Transportation Corp.,73.9,Pioneer Transportation,53.49999999999999,Reliant Transportation Inc.,25.5,New Dawn Transit LLC,17.6,Van Trans LLC,16.1
2017-12-17T01:00:00.000,Pioneer Transportation,1.2
2017-12-18T01:00:00.000,Leesel Transportation Corp.,65.1,Reliant Transportation Inc.,39.4,Pioneer Transportation,22.1,Van Trans LLC,16.5,New Dawn Transit LLC,15.0
2017-12-19T01:00:00.000,Leesel Transportation Corp.,40.599999999999994,Pioneer Transportation,16.799999999999997,Van Trans LLC,16.299999999999997,Reliant Transportation Inc.,12.8,G.V.C. LTD,12.2
2017-12-20T01:00:00.000,Leesel Transportation Corp.,54.6,G.V.C. LTD,19.5,Pioneer Transportation,18.099999999999998,Reliant Transportation Inc.,14.3,Van Trans LLC,12.1
2017-12-21T01:00:00.000,Leesel Transportation Corp.,57.699999999999996,Pioneer Transportation,19.299999999999997,Reliant Transportation Inc.,14.100000000000001,Boro Transit Inc.,9.9,G.V.C. LTD,8.7
2017-12-22T01:00:00.000,Leesel Transportation Corp.,42.6,Reliant Transportation Inc.,15.7,New Dawn Transit LLC,13.4,Van Trans LLC,10.8,Pioneer Transportation,10.5
2017-12-26T01:00:00.000,New Dawn Transit LLC,1.2000000000000002,SNT Bus Inc.,1.0,Thomas Buses Inc.,0.8,Reliant Transportation Inc.,0.6,Leesel Transportation Corp.,0.6
2017-12-27T01:00:00.000,All American School Bus,2.0,New Dawn Transit LLC,0.8,Leesel Transportation Corp.,0.6
2017-12-28T01:00:00.000,SNT Bus Inc.,2.0,G.V.C. LTD,1.2000000000000002
2018-01-02T01:00:00.000,Pioneer Transportation,27.5,Leesel Transportation Corp.,21.5,Reliant Transportation Inc.,19.5,Boro Transit Inc.,18.1,New Dawn Transit LLC,15.0
2018-01-03T01:00:00.000,Leesel Transportation Corp.,27.599999999999998,Pioneer Transportation,14.899999999999999,Reliant Transportation Inc.,11.7,L & M Bus Corp.,9.3,New Dawn Transit LLC,9.2
2018-01-05T01:00:00.000,Leesel Transportation Corp.,41.0,Pioneer Transportation,34.7,Reliant Transportation Inc.,33.2,Boro Transit Inc.,24.0,New Dawn Transit LLC,21.200000000000003
2018-01-07T01:00:00.000,All American School Bus,0.2
2018-01-08T01:00:00.000,SNT Bus Inc.,55.4,Pioneer Transportation,25.6,Leesel Transportation Corp.,24.599999999999998,Reliant Transportation Inc.,21.8,Boro Transit Inc.,20.6
2018-01-09T01:00:00.000,Leesel Transportation Corp.,30.299999999999997,Pioneer Transportation,23.5,Reliant Transportation Inc.,23.0,Van Trans LLC,18.7,G.V.C. LTD,17.0
2018-01-10T01:00:00.000,Leesel Transportation Corp.,31.2,Pioneer Transportation,18.2,Reliant Transportation Inc.,14.399999999999999,Van Trans LLC,10.3,New Dawn Transit LLC,10.0
2018-01-11T01:00:00.000,Leesel Transportation Corp.,35.4,Pioneer Transportation,17.099999999999998,Reliant Transportation Inc.,10.299999999999999,New Dawn Transit LLC,8.6,First Steps Transportation Inc.,7.1000000000000005
2018-01-12T01:00:00.000,Leesel Transportation Corp.,33.699999999999996,Reliant Transportation Inc.,17.1,Pioneer Transportation,13.600000000000001,Van Trans LLC,8.399999999999999,Don Thomas Buses Inc.,7.4
2018-01-16T01:00:00.000,Leesel Transportation Corp.,44.599999999999994,Reliant Transportation Inc.,13.3,Pioneer Transportation,12.2,G.V.C. LTD,8.5,L & M Bus Corp.,8.2
2018-01-17T01:00:00.000,Leesel Transportation Corp.,46.5,Pioneer Transportation,22.0,New Dawn Transit LLC,11.7,Reliant Transportation Inc.,9.0,Don Thomas Buses Inc.,8.8
2018-01-18T01:00:00.000,Leesel Transportation Corp.,55.3,Pioneer Transportation,16.9,Reliant Transportation Inc.,15.0,Van Trans LLC,12.1,New Dawn Transit LLC,10.100000000000001
2018-01-19T01:00:00.000,Leesel Transportation Corp.,50.199999999999996,Pioneer Transportation,21.8,Reliant Transportation Inc.,11.600000000000001,Van Trans LLC,10.0,Jofaz Transportation Inc.,8.0
2018-01-22T01:00:00.000,Leesel Transportation Corp.,44.599999999999994,Pioneer Transportation,22.9,Reliant Transportation Inc.,22.2,Van Trans LLC,11.7,Boro Transit Inc.,8.2
2018-01-23T01:00:00.000,Leesel Transportation Corp.,46.2,Pioneer Transportation,24.2,Reliant Transportation Inc.,13.399999999999999,G.V.C. LTD,12.1,Don Thomas Buses Inc.,10.899999999999999
2018-01-24T01:00:00.000,Leesel Transportation Corp.,48.8,Pioneer Transportation,18.2,Reliant Transportation Inc.,7.6,G.V.C. LTD,6.2,Selby Transportation Corp.,6.0
2018-01-25T01:00:00.000,Leesel Transportation Corp.,45.0,Pioneer Transportation,14.3,Careful Bus,7.5,SNT Bus Inc.,7.1,Boro Transit Inc.,6.9
2018-01-26T01:00:00.000,Leesel Transportation Corp.,36.6,Pioneer Transportation,18.2,Van Trans LLC,9.6,G.V.C. LTD,7.699999999999999,Careful Bus,7.199999999999999
2018-01-29T01:00:00.000,Leesel Transportation Corp.,39.9,Reliant Transportation Inc.,24.900000000000002,L & M Bus Corp.,17.1,Pioneer Transportation,16.7,Boro Transit Inc.,9.600000000000001
2018-01-30T01:00:00.000,Reliant Transportation Inc.,41.6,Leesel Transportation Corp.,26.099999999999998,Pioneer Transportation,23.099999999999998,Don Thomas Buses Inc.,9.9,Careful Bus,9.299999999999999
2018-01-31T01:00:00.000,Leesel Transportation Corp.,25.4,New Dawn Transit LLC,12.900000000000002,Pioneer Transportation,10.8,Reliant Transportation Inc.,10.200000000000001,Don Thomas Buses Inc.,5.0
2018-02-01T01:00:00.000,Leesel Transportation Corp.,25.599999999999998,Pioneer Transportation,12.5,Reliant Transportation Inc.,6.699999999999999,Selby Transportation Corp.,6.0,Don Thomas Buses Inc.,5.4
2018-02-02T01:00:00.000,Leesel Transportation Corp.,23.099999999999998,Reliant Transportation Inc.,12.6,Pioneer Transportation,7.2,Boro Transit Inc.,5.2,Logan Bus Company Inc.,4.8
2018-02-05T01:00:00.000,Pioneer Transportation,20.5,Leesel Transportation Corp.,18.299999999999997,Reliant Transportation Inc.,15.1,IC Bus Inc.,9.2,G.V.C. LTD,8.0
2018-02-06T01:00:00.000,Leesel Transportation Corp.,27.3,Pioneer Transportation,13.299999999999999,Reliant Transportation Inc.,11.6,New Dawn Transit LLC,10.2,L & M Bus Corp.,9.4
2018-02-07T01:00:00.000,Leesel Transportation Corp.,22.9,Pioneer Transportation,10.1,Boro Transit Inc.,7.7,SNT Bus Inc.,7.0,Reliant Transportation Inc.,6.5
2018-02-08T01:00:00.000,Leesel Transportation Corp.,12.0,Reliant Transportation Inc.,9.2,Pioneer Transportation,7.7,G.V.C. LTD,7.6,Selby Transportation Corp.,4.8
2018-02-09T01:00:00.000,Leesel Transportation Corp.,14.399999999999999,Reliant Transportation Inc.,10.700000000000001,Pioneer Transportation,8.1,New Dawn Transit LLC,7.4,IC Bus Inc.,4.9
2018-02-12T01:00:00.000,Leesel Transportation Corp.,20.2,Reliant Transportation Inc.,14.299999999999999,Pioneer Transportation,13.399999999999999,Boro Transit Inc.,7.800000000000001,SNT Bus Inc.,7.4
2018-02-13T01:00:00.000,Leesel Transportation Corp.,43.199999999999996,Reliant Transportation Inc.,26.4,Pioneer Transportation,18.1,Boro Transit Inc.,13.6,First Steps Transportation Inc.,9.4
2018-02-14T01:00:00.000,Leesel Transportation Corp.,22.1,Pioneer Transportation,20.9,G.V.C. LTD,15.0,Reliant Transportation Inc.,11.2,Boro Transit Inc.,9.1
2018-02-15T01:00:00.000,Leesel Transportation Corp.,37.5,Pioneer Transportation,19.3,Reliant Transportation Inc.,17.099999999999998,IC Bus Inc.,16.5,First Steps Transportation Inc.,14.3
2018-02-16T01:00:00.000,Reliant Transportation Inc.,3.0,Don Thomas Buses Inc.,1.6,SNT Bus Inc.,1.6,All American School Bus,0.6,Mar-Can Transportation,0.6
2018-02-21T01:00:00.000,Reliant Transportation Inc.,1.7999999999999998,SNT Bus Inc.,1.4,Boro Transit Inc.,0.8,Consolidated Bus Trans. Inc.,0.6,Pioneer Transportation,0.6
2018-02-22T01:00:00.000,L & M Bus Corp.,1.0,Thomas Buses Inc.,1.0,Pioneer Transportation,0.2
2018-02-23T01:00:00.000,Consolidated Bus Trans. Inc.,1.2,First Steps Transportation Inc.,0.5,SNT Bus Inc.,0.4,Pioneer Transportation,0.3,Careful Bus,0.2
2018-02-25T01:00:00.000,L & M Bus Corp.,2.3,Boro Transit Inc.,0.2
2018-02-26T01:00:00.000,Leesel Transportation Corp.,35.1,Boro Transit Inc.,29.3,Reliant Transportation Inc.,24.3,Pioneer Transportation,23.2,G.V.C. LTD,21.0
2018-02-27T01:00:00.000,Leesel Transportation Corp.,47.8,Reliant Transportation Inc.,24.299999999999997,Pioneer Transportation,16.9,Boro Transit Inc.,13.799999999999999,SNT Bus Inc.,9.2
2018-02-28T01:00:00.000,Leesel Transportation Corp.,50.599999999999994,Reliant Transportation Inc.,23.400000000000002,Pioneer Transportation,18.599999999999998,Van Trans LLC,8.9,IC Bus Inc.,8.0
2018-03-01T01:00:00.000,Leesel Transportation Corp.,29.4,Reliant Transportation Inc.,16.2,Pioneer Transportation,14.6,Selby Transportation Corp.,6.0,G.V.C. LTD,5.4
2018-03-02T01:00:00.000,Leesel Transportation Corp.,47.1,Pioneer Transportation,40.099999999999994,Reliant Transportation Inc.,20.9,Van Trans LLC,16.3,G.V.C. LTD,16.2
2018-03-05T01:00:00.000,Leesel Transportation Corp.,68.4,Reliant Transportation Inc.,48.6,Pioneer Transportation,32.1,Boro Transit Inc.,20.6,G.V.C. LTD,17.0
2018-03-06T01:00:00.000,Leesel Transportation Corp.,51.6,Reliant Transportation Inc.,35.1,Pioneer Transportation,30.6,SNT Bus Inc.,12.899999999999999,L & M Bus Corp.,10.8
2018-03-07T01:00:00.000,Leesel Transportation Corp.,43.8,Pioneer Transportation,18.5,Reliant Transportation Inc.,16.4,G.V.C. LTD,6.5,Boro Transit Inc.,6.5
2018-03-08T01:00:00.000,Leesel Transportation Corp.,40.599999999999994,Pioneer Transportation,28.3,Reliant Transportation Inc.,24.6,G.V.C. LTD,10.0,Boro Transit Inc.,9.6
2018-03-09T01:00:00.000,Leesel Transportation Corp.,46.99999999999999,Pioneer Transportation,20.099999999999998,Reliant Transportation Inc.,19.2,G.V.C. LTD,14.9,Van Trans LLC,8.299999999999999
2018-03-12T01:00:00.000,Leesel Transportation Corp.,46.2,Reliant Transportation Inc.,43.99999999999999,Pioneer Transportation,24.5,G.V.C. LTD,13.799999999999999,Van Trans LLC,12.399999999999999
2018-03-13T01:00:00.000,Leesel Transportation Corp.,64.8,Reliant Transportation Inc.,30.6,Pioneer Transportation,22.0,G.V.C. LTD,13.2,Selby Transportation Corp.,10.2
2018-03-14T01:00:00.000,Leesel Transportation Corp.,74.1,Reliant Transportation Inc.,32.8,G.V.C. LTD,20.5,Pioneer Transportation,16.2,New Dawn Transit LLC,12.600000000000001
2018-03-15T01:00:00.000,Leesel Transportation Corp.,61.099999999999994,Reliant Transportation Inc.,23.9,Pioneer Transportation,17.599999999999998,Quality Transportation Corp.,10.7,G.V.C. LTD,10.499999999999998
2018-03-16T01:00:00.000,Leesel Transportation Corp.,54.699999999999996,Reliant Transportation Inc.,27.7,Pioneer Transportation,13.4,New Dawn Transit LLC,9.4,Boro Transit Inc.,8.600000000000001
2018-03-19T01:00:00.000,Leesel Transportation Corp.,61.199999999999996,Reliant Transportation Inc.,29.2,Pioneer Transportation,28.7,G.V.C. LTD,17.6,Boro Transit Inc.,15.3
2018-03-20T01:00:00.000,Leesel Transportation Corp.,74.39999999999999,Pioneer Transportation,33.2,Reliant Transportation Inc.,22.9,G.V.C. LTD,12.299999999999999,IC Bus Inc.,9.9
2018-03-21T01:00:00.000,B & F Skilled Inc.,0.3
2018-03-22T01:00:00.000,Reliant Transportation Inc.,47.5,Leesel Transportation Corp.,38.1,Pioneer Transportation,30.599999999999998,L & M Bus Corp.,13.100000000000001,G.V.C. LTD,10.9
2018-03-23T01:00:00.000,Leesel Transportation Corp.,50.7,Pioneer Transportation,18.099999999999998,Reliant Transportation Inc.,16.8,Boro Transit Inc.,12.399999999999999,G.V.C. LTD,10.5
2018-03-26T02:00:00.000,Leesel Transportation Corp.,72.6,Reliant Transportation Inc.,28.999999999999996,Pioneer Transportation,17.099999999999998,L & M Bus Corp.,10.600000000000001,Van Trans LLC,10.6
2018-03-27T02:00:00.000,Leesel Transportation Corp.,48.49999999999999,Pioneer Transportation,21.6,Van Trans LLC,11.8,L & M Bus Corp.,9.3,Reliant Transportation Inc.,8.7
2018-03-28T02:00:00.000,Leesel Transportation Corp.,59.4,Pioneer Transportation,19.9,Reliant Transportation Inc.,14.7,G.V.C. LTD,14.2,Selby Transportation Corp.,12.6
2018-03-29T02:00:00.000,Leesel Transportation Corp.,40.8,Pioneer Transportation,16.7,Reliant Transportation Inc.,9.0,Boro Transit Inc.,6.3,G.V.C. LTD,6.2
2018-03-30T02:00:00.000,Reliant Transportation Inc.,0.4
2018-04-02T02:00:00.000,Boro Transit Inc.,2.0,Consolidated Bus Trans. Inc.,1.2000000000000002,Leesel Transportation Corp.,1.2,Pride Transportation Services,1.1,Van Trans LLC,0.6000000000000001
2018-04-03T02:00:00.000,Quality Transportation Corp.,2.0,Pioneer Transportation,1.6,Van Trans LLC,0.3,Pride Transportation Services,0.3,Hoyt Transportation Corp,0.2
2018-04-04T02:00:00.000,SNT Bus Inc.,1.1,Leesel Transportation Corp.,0.8999999999999999,Jofaz Transportation Inc.,0.4,Boro Transit Inc.,0.4,Reliant Transportation Inc.,0.3
2018-04-05T02:00:00.000,All American School Bus,2.0,Boro Transit Inc.,1.1,Pioneer Transportation,1.0,Leesel Transportation Corp.,0.8999999999999999,Careful Bus,0.3
2018-04-06T02:00:00.000,Boro Transit Inc.,0.6,Leesel Transportation Corp.,0.6,Consolidated Bus Trans. Inc.,0.3
2018-04-09T02:00:00.000,Leesel Transportation Corp.,37.5,Reliant Transportation Inc.,28.599999999999998,Pioneer Transportation,27.900000000000002,First Steps Transportation Inc.,16.4,Boro Transit Inc.,15.3
2018-04-10T02:00:00.000,Leesel Transportation Corp.,45.699999999999996,Reliant Transportation Inc.,28.299999999999997,First Steps Transportation Inc.,16.8,Pioneer Transportation,15.1,Boro Transit Inc.,9.200000000000001
2018-04-11T02:00:00.000,Leesel Transportation Corp.,30.299999999999997,Reliant Transportation Inc.,25.099999999999998,Pioneer Transportation,20.7,First Steps Transportation Inc.,15.3,G.V.C. LTD,10.299999999999999
2018-04-12T02:00:00.000,Leesel Transportation Corp.,49.199999999999996,Pioneer Transportation,18.1,Reliant Transportation Inc.,8.899999999999999,SNT Bus Inc.,8.799999999999999,Van Trans LLC,8.4
2018-04-13T02:00:00.000,Leesel Transportation Corp.,50.699999999999996,Reliant Transportation Inc.,19.799999999999997,Pioneer Transportation,14.399999999999999,L & M Bus Corp.,7.300000000000001,G.V.C. LTD,7.0
2018-04-15T02:00:00.000,All American School Bus,1.0,Reliant Transportation Inc.,0.6,L & M Bus Corp.,0.6,I & Y Transit Corp,0.4
2018-04-16T02:00:00.000,Leesel Transportation Corp.,52.0,Reliant Transportation Inc.,29.2,Pioneer Transportation,22.0,G.V.C. LTD,14.5,Boro Transit Inc.,13.400000000000002
2018-04-17T02:00:00.000,Leesel Transportation Corp.,49.9,Reliant Transportation Inc.,21.0,Pioneer Transportation,9.5,G.V.C. LTD,9.100000000000001,Boro Transit Inc.,7.5
2018-04-18T02:00:00.000,Leesel Transportation Corp.,49.5,Reliant Transportation Inc.,16.5,Pioneer Transportation,12.5,G.V.C. LTD,6.6000000000000005,First Steps Transportation Inc.,6.0
2018-04-19T02:00:00.000,Leesel Transportation Corp.,53.699999999999996,Reliant Transportation Inc.,23.799999999999997,Pioneer Transportation,18.299999999999997,Van Trans LLC,13.200000000000001,G.V.C. LTD,11.6
2018-04-20T02:00:00.000,Leesel Transportation Corp.,40.3,Reliant Transportation Inc.,20.799999999999997,Pioneer Transportation,16.8,G.V.C. LTD,8.299999999999999,Van Trans LLC,6.3
2018-04-23T02:00:00.000,Leesel Transportation Corp.,51.6,Reliant Transportation Inc.,21.5,Pioneer Transportation,17.9,First Steps Transportation Inc.,8.8,G.V.C. LTD,7.300000000000001
2018-04-24T02:00:00.000,Leesel Transportation Corp.,32.1,Reliant Transportation Inc.,24.8,Pioneer Transportation,20.799999999999997,G.V.C. LTD,12.2,New Dawn Transit LLC,11.8
2018-04-25T02:00:00.000,Leesel Transportation Corp.,61.199999999999996,Reliant Transportation Inc.,42.699999999999996,Pioneer Transportation,23.5,G.V.C. LTD,20.6,Van Trans LLC,13.0
2018-04-26T02:00:00.000,Leesel Transportation Corp.,55.199999999999996,Pioneer Transportation,27.799999999999997,Reliant Transportation Inc.,26.099999999999998,G.V.C. LTD,21.4,Van Trans LLC,16.8
2018-04-27T02:00:00.000,Leesel Transportation Corp.,53.699999999999996,Reliant Transportation Inc.,22.499999999999996,Pioneer Transportation,21.599999999999998,G.V.C. LTD,12.9,First Steps Transportation Inc.,8.5
2018-04-30T02:00:00.000,Leesel Transportation Corp.,55.8,Reliant Transportation Inc.,20.8,Pioneer Transportation,18.299999999999997,New Dawn Transit LLC,11.4,G.V.C. LTD,11.2
2018-05-01T02:00:00.000,Leesel Transportation Corp.,70.0,Pioneer Transportation,39.4,Reliant Transportation Inc.,26.7,G.V.C. LTD,20.9,Van Trans LLC,15.100000000000001
2018-05-02T02:00:00.000,Leesel Transportation Corp.,61.3,Reliant Transportation Inc.,23.799999999999997,Pioneer Transportation,22.8,G.V.C. LTD,12.099999999999998,New Dawn Transit LLC,10.3
2018-05-03T02:00:00.000,Leesel Transportation Corp.,42.099999999999994,Reliant Transportation Inc.,23.9,Boro Transit Inc.,11.600000000000001,Pioneer Transportation,10.0,G.V.C. LTD,9.7
2018-05-04T02:00:00.000,Leesel Transportation Corp.,52.0,Reliant Transportation Inc.,28.299999999999997,Pioneer Transportation,14.299999999999999,G.V.C. LTD,13.399999999999999,Van Trans LLC,7.5
2018-05-07T02:00:00.000,Leesel Transportation Corp.,39.9,Reliant Transportation Inc.,31.099999999999998,Pioneer Transportation,15.899999999999999,L & M Bus Corp.,12.100000000000001,G.V.C. LTD,11.499999999999998
2018-05-08T02:00:00.000,Leesel Transportation Corp.,38.5,Reliant Transportation Inc.,23.7,Pioneer Transportation,16.6,G.V.C. LTD,9.700000000000001,Van Trans LLC,6.7
