2017-02-15T01:00:00.000,G.V.C. LTD,18.099999999999998,New Dawn Transit LLC,9.899999999999999,Reliant Transportation Inc.,9.8,Pioneer Transportation,7.999999999999999,Boro Transit Inc.,7.799999999999999
2017-02-16T01:00:00.000,G.V.C. LTD,15.3,New Dawn Transit LLC,9.4,Reliant Transportation Inc.,6.699999999999999,Boro Transit Inc.,6.0,L & M Bus Corp.,5.800000000000001
2017-02-17T01:00:00.000,G.V.C. LTD,14.5,New Dawn Transit LLC,8.799999999999999,Pioneer Transportation,7.999999999999999,Reliant Transportation Inc.,7.9,Boro Transit Inc.,7.6
2017-02-21T01:00:00.000,G.V.C. LTD,1.7999999999999998,Thomas Buses Inc.,0.3,Mar-Can Transportation,0.3,Reliant Transportation Inc.,0.2
2017-02-22T01:00:00.000,SNT Bus Inc.,0.9000000000000001,Leesel Transportation Corp.,0.6000000000000001,Empire State Bus Corp.,0.3,B & F Skilled Inc.,0.3,Thomas Buses Inc.,0.3
2017-02-23T01:00:00.000,G.V.C. LTD,1.7000000000000002,Thomas Buses Inc.,0.4,All American School Bus,0.2,Boro Transit Inc.,0.2
2017-02-24T01:00:00.000,Van Trans LLC,1.0,Leesel Transportation Corp.,0.7,IC Bus Inc.,0.6,Reliant Transportation Inc.,0.4,Quality Transportation Corp.,0.4
2017-02-27T01:00:00.000,G.V.C. LTD,20.0,New Dawn Transit LLC,16.799999999999997,Reliant Transportation Inc.,16.7,Boro Transit Inc.,12.899999999999999,Pioneer Transportation,9.0
2017-02-28T01:00:00.000,G.V.C. LTD,15.299999999999999,Reliant Transportation Inc.,12.0,New Dawn Transit LLC,7.8,Pioneer Transportation,6.8,IC Bus Inc.,4.8
2017-03-01T01:00:00.000,G.V.C. LTD,12.299999999999999,New Dawn Transit LLC,9.799999999999999,Pioneer Transportation,7.2,L & M Bus Corp.,6.9,Reliant Transportation Inc.,6.3
2017-03-02T01:00:00.000,G.V.C. LTD,10.0,Pioneer Transportation,8.3,IC Bus Inc.,8.1,Reliant Transportation Inc.,6.3,First Steps Transportation Inc.,6.2
2017-03-03T01:00:00.000,G.V.C. LTD,10.2,First Steps Transportation Inc.,7.7,Reliant Transportation Inc.,7.1,Leesel Transportation Corp.,6.3,New Dawn Transit LLC,6.1000000000000005
2017-03-06T01:00:00.000,G.V.C. LTD,14.1,Pioneer Transportation,10.700000000000001,New Dawn Transit LLC,7.8,Reliant Transportation Inc.,7.799999999999999,Boro Transit Inc.,7.6000000000000005
2017-03-07T01:00:00.000,G.V.C. LTD,14.2,New Dawn Transit LLC,7.5,Reliant Transportation Inc.,6.7,Pioneer Transportation,6.199999999999999,SNT Bus Inc.,3.9
2017-03-08T01:00:00.000,Leesel Transportation Corp.,10.999999999999998,Reliant Transportation Inc.,10.0,G.V.C. LTD,9.099999999999998,Pioneer Transportation,7.1,New Dawn Transit LLC,6.4
2017-03-09T01:00:00.000,New Dawn Transit LLC,7.4,Pioneer Transportation,6.5,G.V.C. LTD,5.9,Leesel Transportation Corp.,5.4,Reliant Transportation Inc.,4.8
2017-03-10T01:00:00.000,New Dawn Transit LLC,9.6,G.V.C. LTD,6.300000000000001,Reliant Transportation Inc.,4.8,Pioneer Transportation,4.1,First Steps Transportation Inc.,3.3000000000000003
2017-03-13T01:00:00.000,Leesel Transportation Corp.,17.1,New Dawn Transit LLC,15.0,G.V.C. LTD,13.0,Pioneer Transportation,8.0,Boro Transit Inc.,7.8
2017-03-15T01:00:00.000,Pioneer Transportation,47.2,G.V.C. LTD,25.4,Allied Transit Corp.,15.100000000000001,Boro Transit Inc.,10.5,Don Thomas Buses Inc.,9.2
2017-03-16T01:00:00.000,G.V.C. LTD,28.299999999999997,Pioneer Transportation,25.299999999999997,Leesel Transportation Corp.,15.2,Boro Transit Inc.,12.7,Allied Transit Corp.,8.799999999999999
2017-03-17T01:00:00.000,G.V.C. LTD,19.299999999999997,Pioneer Transportation,19.2,New Dawn Transit LLC,15.3,Leesel Transportation Corp.,11.3,IC Bus Inc.,7.699999999999999
2017-03-20T01:00:00.000,New Dawn Transit LLC,20.7,G.V.C. LTD,18.7,Pioneer Transportation,12.1,Reliant Transportation Inc.,10.5,Boro Transit Inc.,8.0
2017-03-21T01:00:00.000,G.V.C. LTD,17.499999999999996,Leesel Transportation Corp.,17.400000000000002,Pioneer Transportation,11.4,New Dawn Transit LLC,9.899999999999999,Reliant Transportation Inc.,9.299999999999999
2017-03-22T01:00:00.000,G.V.C. LTD,12.9,Leesel Transportation Corp.,11.2,Pioneer Transportation,9.3,Reliant Transportation Inc.,8.899999999999999,New Dawn Transit LLC,7.1
2017-03-23T01:00:00.000,G.V.C. LTD,13.3,Pioneer Transportation,10.399999999999999,New Dawn Transit LLC,8.5,Leesel Transportation Corp.,8.299999999999999,Mar-Can Transportation,5.8
2017-03-24T01:00:00.000,G.V.C. LTD,8.0,New Dawn Transit LLC,8.0,First Steps Transportation Inc.,5.7,Leesel Transportation Corp.,5.4,Pioneer Transportation,5.3
2017-03-26T01:00:00.000,Leesel Transportation Corp.,0.3
2017-03-27T02:00:00.000,Pioneer Transportation,23.099999999999998,G.V.C. LTD,19.8,Leesel Transportation Corp.,16.4,Don Thomas Buses Inc.,9.7,New Dawn Transit LLC,9.7
2017-03-28T02:00:00.000,Leesel Transportation Corp.,13.799999999999999,G.V.C. LTD,13.600000000000001,Pioneer Transportation,10.6,New Dawn Transit LLC,10.3,Reliant Transportation Inc.,6.7
2017-03-29T02:00:00.000,G.V.C. LTD,25.400000000000002,Leesel Transportation Corp.,19.2,Pioneer Transportation,13.399999999999999,Reliant Transportation Inc.,10.299999999999999,L & M Bus Corp.,7.4
2017-03-30T02:00:00.000,Leesel Transportation Corp.,18.099999999999998,G.V.C. LTD,13.6,Pioneer Transportation,11.8,New Dawn Transit LLC,10.099999999999998,First Steps Transportation Inc.,8.5
2017-03-31T02:00:00.000,Leesel Transportation Corp.,20.2,G.V.C. LTD,14.5,Pioneer Transportation,13.2,Reliant Transportation Inc.,11.1,New Dawn Transit LLC,11.0
2017-04-03T02:00:00.000,Leesel Transportation Corp.,20.7,Reliant Transportation Inc.,18.4,G.V.C. LTD,13.5,Pioneer Transportation,9.8,New Dawn Transit LLC,7.699999999999999
2017-04-04T02:00:00.000,Leesel Transportation Corp.,28.900000000000002,Reliant Transportation Inc.,21.9,Mar-Can Transportation,18.0,G.V.C. LTD,15.0,Pioneer Transportation,13.4
2017-04-05T02:00:00.000,Leesel Transportation Corp.,24.2,Reliant Transportation Inc.,18.199999999999996,Pioneer Transportation,15.4,G.V.C. LTD,14.899999999999999,New Dawn Transit LLC,8.2
2017-04-06T02:00:00.000,Leesel Transportation Corp.,25.2,G.V.C. LTD,17.0,Reliant Transportation Inc.,13.7,Pioneer Transportation,8.299999999999999,First Steps Transportation Inc.,8.2
2017-04-07T02:00:00.000,Leesel Transportation Corp.,20.0,G.V.C. LTD,11.7,First Steps Transportation Inc.,8.9,Pioneer Transportation,7.5,Reliant Transportation Inc.,7.1
2017-04-10T02:00:00.000,Reliant Transportation Inc.,0.3,Pioneer Transportation,0.2
2017-04-11T02:00:00.000,New Dawn Transit LLC,1.0,Pioneer Transportation,0.3,Reliant Transportation Inc.,0.3
2017-04-12T02:00:00.000,L & M Bus Corp.,0.4,Leesel Transportation Corp.,0.3,Pioneer Transportation,0.3
2017-04-13T02:00:00.000,Leesel Transportation Corp.,0.3,Hoyt Transportation Corp,0.3
2017-04-17T02:00:00.000,Mar-Can Transportation,3.0,New Dawn Transit LLC,2.8,L & M Bus Corp.,2.1,Thomas Buses Inc.,1.9000000000000001,Leesel Transportation Corp.,1.0
2017-04-18T02:00:00.000,Mar-Can Transportation,2.8,Logan Bus Company Inc.,1.2999999999999998,Reliant Transportation Inc.,1.2,New Dawn Transit LLC,1.0,Alina Services Corp,1.0
2017-04-19T02:00:00.000,Leesel Transportation Corp.,17.0,G.V.C. LTD,16.099999999999998,Reliant Transportation Inc.,11.899999999999999,Pioneer Transportation,11.6,New Dawn Transit LLC,10.100000000000001
2017-04-20T02:00:00.000,Leesel Transportation Corp.,26.499999999999996,G.V.C. LTD,13.0,New Dawn Transit LLC,11.9,Reliant Transportation Inc.,10.999999999999998,Pioneer Transportation,7.8999999999999995
2017-04-21T02:00:00.000,G.V.C. LTD,17.9,Leesel Transportation Corp.,17.2,Reliant Transportation Inc.,12.299999999999999,New Dawn Transit LLC,9.100000000000001,Careful Bus,8.4
2017-04-24T02:00:00.000,Leesel Transportation Corp.,17.1,New Dawn Transit LLC,16.5,G.V.C. LTD,12.6,First Steps Transportation Inc.,9.6,L & M Bus Corp.,8.3
2017-04-25T02:00:00.000,Leesel Transportation Corp.,19.599999999999998,G.V.C. LTD,12.2,Pioneer Transportation,8.0,IC Bus Inc.,8.0,New Dawn Transit LLC,7.9
2017-04-26T02:00:00.000,Leesel Transportation Corp.,29.2,Mar-Can Transportation,18.0,Pioneer Transportation,14.799999999999999,Reliant Transportation Inc.,13.9,New Dawn Transit LLC,10.3
2017-04-27T02:00:00.000,Leesel Transportation Corp.,19.2,G.V.C. LTD,13.700000000000001,Reliant Transportation Inc.,10.5,Pioneer Transportation,10.100000000000001,L & M Bus Corp.,6.799999999999999
2017-04-28T02:00:00.000,Leesel Transportation Corp.,19.2,New Dawn Transit LLC,16.0,Reliant Transportation Inc.,12.200000000000001,Pioneer Transportation,11.999999999999998,L & M Bus Corp.,10.8
2017-05-01T02:00:00.000,New Dawn Transit LLC,24.5,Leesel Transportation Corp.,14.999999999999998,G.V.C. LTD,12.7,Pioneer Transportation,9.7,Reliant Transportation Inc.,8.4
2017-05-02T02:00:00.000,Leesel Transportation Corp.,19.8,G.V.C. LTD,16.4,Pioneer Transportation,14.4,New Dawn Transit LLC,12.2,Reliant Transportation Inc.,11.2
2017-05-03T02:00:00.000,Leesel Transportation Corp.,30.0,New Dawn Transit LLC,11.5,Reliant Transportation Inc.,9.4,Pioneer Transportation,7.8999999999999995,G.V.C. LTD,7.1
2017-05-04T02:00:00.000,New Dawn Transit LLC,27.4,Leesel Transportation Corp.,18.599999999999998,Pioneer Transportation,11.4,Reliant Transportation Inc.,9.0,L & M Bus Corp.,7.500000000000001
2017-05-05T02:00:00.000,Leesel Transportation Corp.,28.2,New Dawn Transit LLC,24.7,Pioneer Transportation,11.0,G.V.C. LTD,10.799999999999999,Reliant Transportation Inc.,8.4
2017-05-08T02:00:00.000,Leesel Transportation Corp.,20.7,G.V.C. LTD,18.199999999999996,Reliant Transportation Inc.,12.1,Pioneer Transportation,11.3,New Dawn Transit LLC,10.499999999999998
2017-05-09T02:00:00.000,New Dawn Transit LLC,22.7,Leesel Transportation Corp.,21.0,G.V.C. LTD,11.899999999999999,Reliant Transportation Inc.,9.2,Pioneer Transportation,9.1
2017-05-10T02:00:00.000,Leesel Transportation Corp.,19.9,New Dawn Transit LLC,14.3,Pioneer Transportation,12.700000000000001,G.V.C. LTD,10.399999999999999,Reliant Transportation Inc.,7.3
2017-05-11T02:00:00.000,Leesel Transportation Corp.,23.1,New Dawn Transit LLC,17.900000000000002,G.V.C. LTD,16.2,Pioneer Transportation,13.8,Reliant Transportation Inc.,12.899999999999999
2017-05-12T02:00:00.000,Leesel Transportation Corp.,27.0,New Dawn Transit LLC,22.1,G.V.C. LTD,14.1,Pioneer Transportation,12.5,Reliant Transportation Inc.,9.200000000000001
2017-05-14T02:00:00.000,IC Bus Inc.,0.2,Van Trans LLC,0.2
2017-05-15T02:00:00.000,Leesel Transportation Corp.,24.999999999999996,New Dawn Transit LLC,17.5,Reliant Transportation Inc.,17.0,G.V.C. LTD,16.4,Pioneer Transportation,14.3
2017-05-16T02:00:00.000,Leesel Transportation Corp.,26.0,G.V.C. LTD,20.0,Pioneer Transportation,16.0,Reliant Transportation Inc.,12.499999999999998,New Dawn Transit LLC,8.8
2017-05-17T02:00:00.000,Leesel Transportation Corp.,25.0,New Dawn Transit LLC,22.2,G.V.C. LTD,18.1,Pioneer Transportation,14.0,Reliant Transportation Inc.,12.899999999999999
2017-05-18T02:00:00.000,Leesel Transportation Corp.,35.9,G.V.C. LTD,19.9,New Dawn Transit LLC,18.1,Reliant Transportation Inc.,15.899999999999999,Pioneer Transportation,13.3
2017-05-19T02:00:00.000,Leesel Transportation Corp.,39.0,New Dawn Transit LLC,22.9,Pioneer Transportation,20.200000000000003,Reliant Transportation Inc.,19.5,Mar-Can Transportation,9.7
2017-05-22T02:00:00.000,Leesel Transportation Corp.,23.7,Pioneer Transportation,16.2,New Dawn Transit LLC,15.0,G.V.C. LTD,14.3,L & M Bus Corp.,12.700000000000001
2017-05-23T02:00:00.000,Leesel Transportation Corp.,22.299999999999997,Pioneer Transportation,19.199999999999996,G.V.C. LTD,18.4,New Dawn Transit LLC,14.4,Reliant Transportation Inc.,12.5
2017-05-24T02:00:00.000,Leesel Transportation Corp.,21.4,New Dawn Transit LLC,20.9,G.V.C. LTD,17.599999999999998,Reliant Transportation Inc.,14.799999999999999,Pioneer Transportation,13.799999999999999
2017-05-25T02:00:00.000,Leesel Transportation Corp.,28.799999999999997,G.V.C. LTD,15.2,New Dawn Transit LLC,14.7,Pioneer Transportation,13.9,Reliant Transportation Inc.,13.8
2017-05-26T02:00:00.000,Leesel Transportation Corp.,23.299999999999997,Pioneer Transportation,14.0,Reliant Transportation Inc.,9.8,G.V.C. LTD,9.5,New Dawn Transit LLC,7.9
2017-05-30T02:00:00.000,Leesel Transportation Corp.,22.5,G.V.C. LTD,14.2,New Dawn Transit LLC,13.7,Pioneer Transportation,13.1,Reliant Transportation Inc.,11.6
2017-05-31T02:00:00.000,Leesel Transportation Corp.,26.9,Pioneer Transportation,13.8,New Dawn Transit LLC,11.200000000000001,Boro Transit Inc.,9.1,G.V.C. LTD,7.3
2017-06-01T02:00:00.000,Leesel Transportation Corp.,24.0,New Dawn Transit LLC,16.6,Pioneer Transportation,11.700000000000001,G.V.C. LTD,5.3999999999999995,Reliant Transportation Inc.,4.9
2017-06-02T02:00:00.000,Leesel Transportation Corp.,20.499999999999996,New Dawn Transit LLC,17.0,Pioneer Transportation,12.5,Reliant Transportation Inc.,12.399999999999999,G.V.C. LTD,11.7
2017-06-04T02:00:00.000,First Steps Transportation Inc.,0.5
2017-06-05T02:00:00.000,Leesel Transportation Corp.,22.2,New Dawn Transit LLC,21.0,Reliant Transportation Inc.,13.299999999999999,Pioneer Transportation,12.799999999999999,G.V.C. LTD,12.6
2017-06-06T02:00:00.000,Leesel Transportation Corp.,19.2,New Dawn Transit LLC,18.799999999999997,G.V.C. LTD,13.299999999999999,Reliant Transportation Inc.,10.2,Pioneer Transportation,9.6
2017-06-07T02:00:00.000,Leesel Transportation Corp.,20.2,Pioneer Transportation,12.5,G.V.C. LTD,11.1,New Dawn Transit LLC,10.3,L & M Bus Corp.,4.9
2017-06-08T02:00:00.000,G.V.C. LTD,6.0,Mar-Can Transportation,5.3999999999999995,Boro Transit Inc.,3.4000000000000004,L & M Bus Corp.,2.9,Pioneer Transportation,2.8000000000000003
2017-06-09T02:00:00.000,Leesel Transportation Corp.,24.0,G.V.C. LTD,14.8,New Dawn Transit LLC,10.9,Pioneer Transportation,9.5,Reliant Transportation Inc.,7.6
2017-06-12T02:00:00.000,Leesel Transportation Corp.,12.7,G.V.C. LTD,10.3,Mar-Can Transportation,5.3999999999999995,Reliant Transportation Inc.,3.3,L & M Bus Corp.,3.2
2017-06-13T02:00:00.000,Leesel Transportation Corp.,29.900000000000002,G.V.C. LTD,16.2,Boro Transit Inc.,10.0,New Dawn Transit LLC,9.7,Pioneer Transportation,8.7
2017-06-14T02:00:00.000,Leesel Transportation Corp.,26.2,Reliant Transportation Inc.,13.1,G.V.C. LTD,10.7,New Dawn Transit LLC,10.5,Pioneer Transportation,9.8
2017-06-15T02:00:00.000,Leesel Transportation Corp.,16.8,G.V.C. LTD,13.6,Pioneer Transportation,6.8,New Dawn Transit LLC,6.6000000000000005,Reliant Transportation Inc.,4.5
2017-06-16T02:00:00.000,Leesel Transportation Corp.,21.9,New Dawn Transit LLC,12.399999999999999,G.V.C. LTD,10.0,Pioneer Transportation,9.0,Reliant Transportation Inc.,6.4
2017-06-19T02:00:00.000,Leesel Transportation Corp.,22.599999999999998,G.V.C. LTD,19.799999999999997,New Dawn Transit LLC,13.2,Pioneer Transportation,12.8,L & M Bus Corp.,9.1
2017-06-20T02:00:00.000,Leesel Transportation Corp.,21.8,G.V.C. LTD,12.5,New Dawn Transit LLC,12.299999999999999,Pioneer Transportation,11.1,Reliant Transportation Inc.,7.999999999999999
2017-06-21T02:00:00.000,Leesel Transportation Corp.,15.499999999999998,New Dawn Transit LLC,11.4,Pioneer Transportation,8.8,G.V.C. LTD,7.8999999999999995,Reliant Transportation Inc.,6.2
2017-06-22T02:00:00.000,Leesel Transportation Corp.,20.099999999999998,Pioneer Transportation,12.1,New Dawn Transit LLC,12.0,G.V.C. LTD,12.0,Reliant Transportation Inc.,9.5
2017-06-23T02:00:00.000,G.V.C. LTD,19.5,Leesel Transportation Corp.,18.799999999999997,Reliant Transportation Inc.,6.8999999999999995,Pioneer Transportation,6.5,New Dawn Transit LLC,6.3999999999999995
2017-06-26T02:00:00.000,G.V.C. LTD,3.0,Leesel Transportation Corp.,1.2,Don Thomas Buses Inc.,0.8999999999999999,L & M Bus Corp.,0.6,Penny Transportation,0.4
2017-06-27T02:00:00.000,Leesel Transportation Corp.,11.4,New Dawn Transit LLC,11.1,Pioneer Transportation,10.0,Reliant Transportation Inc.,7.3999999999999995,G.V.C. LTD,4.7
2017-06-28T02:00:00.000,Pioneer Transportation,5.7,Leesel Transportation Corp.,4.9,New Dawn Transit LLC,3.2,Reliant Transportation Inc.,3.2,L & M Bus Corp.,1.7
2017-06-29T02:00:00.000,L & M Bus Corp.,0.4,Phillip Bus Corp.,0.3,Leesel Transportation Corp.,0.3
2017-06-30T02:00:00.000,IC Bus Inc.,1.0
2017-07-03T02:00:00.000,Reliant Transportation Inc.,4.7,L & M Bus Corp.,4.6,G.V.C. LTD,1.9,Logan Bus Company Inc.,0.8,Pioneer Transportation,0.6
2017-07-05T02:00:00.000,Reliant Transportation Inc.,18.799999999999997,Hoyt Transportation Corp,10.7,G.V.C. LTD,5.6,Pioneer Transportation,4.8,Logan Bus Company Inc.,2.3000000000000003
2017-07-06T02:00:00.000,G.V.C. LTD,8.2,All American School Bus,4.6,Hoyt Transportation Corp,4.1,Reliant Transportation Inc.,3.6,Boro Transit Inc.,3.2
2017-07-07T02:00:00.000,G.V.C. LTD,4.2,Hoyt Transportation Corp,4.0,Pride Transportation Services,2.6999999999999997,L & M Bus Corp.,2.1,All American School Bus,1.4
2017-07-10T02:00:00.000,G.V.C. LTD,13.0,Hoyt Transportation Corp,9.599999999999998,Pride Transportation Services,4.5,All American School Bus,3.0,L & M Bus Corp.,2.8000000000000003
2017-07-11T02:00:00.000,G.V.C. LTD,17.7,Hoyt Transportation Corp,11.299999999999999,Pride Transportation Services,5.0,All American School Bus,4.2,L & M Bus Corp.,4.0
2017-07-12T02:00:00.000,G.V.C. LTD,7.7,L & M Bus Corp.,3.4000000000000004,Pride Transportation Services,2.7,Hoyt Transportation Corp,2.1,Reliant Transportation Inc.,1.9
2017-07-13T02:00:00.000,Pride Transportation Services,4.5,Hoyt Transportation Corp,4.2,G.V.C. LTD,4.1,Empire State Bus Corp.,2.5,Lorinda Ent. Ltd.,2.4
2017-07-14T02:00:00.000,G.V.C. LTD,5.2,Pride Transportation Services,5.0,Hoyt Transportation Corp,4.0,Reliant Transportation Inc.,2.6999999999999997,L & M Bus Corp.,2.3
2017-07-17T02:00:00.000,Hoyt Transportation Corp,5.2,Pride Transportation Services,4.9,L & M Bus Corp.,4.6000000000000005,G.V.C. LTD,4.3,Logan Bus Company Inc.,3.2
2017-07-18T02:00:00.000,Pride Transportation Services,8.8,G.V.C. LTD,6.1000000000000005,Hoyt Transportation Corp,4.5,Reliant Transportation Inc.,4.4,Empire State Bus Corp.,2.5
2017-07-19T02:00:00.000,G.V.C. LTD,7.7,Hoyt Transportation Corp,6.1000000000000005,Pride Transportation Services,5.7,Logan Bus Company Inc.,5.1,Reliant Transportation Inc.,3.6
2017-07-20T02:00:00.000,Hoyt Transportation Corp,6.300000000000001,G.V.C. LTD,5.8999999999999995,Pride Transportation Services,5.3,Lorinda Ent. Ltd.,5.1,L & M Bus Corp.,3.3
2017-07-21T02:00:00.000,G.V.C. LTD,6.199999999999999,Hoyt Transportation Corp,4.0,L & M Bus Corp.,3.5,Pride Transportation Services,3.4,Logan Bus Company Inc.,3.3000000000000003
2017-07-24T02:00:00.000,G.V.C. LTD,8.8,Pride Transportation Services,8.7,Hoyt Transportation Corp,7.0,Reliant Transportation Inc.,6.3999999999999995,IC Bus Inc.,3.3
2017-07-25T02:00:00.000,Pride Transportation Services,7.1,G.V.C. LTD,6.7,Reliant Transportation Inc.,5.1,Hoyt Transportation Corp,4.0,L & M Bus Corp.,2.9000000000000004
2017-07-26T02:00:00.000,Pride Transportation Services,6.5,Hoyt Transportation Corp,5.9,G.V.C. LTD,5.8,L & M Bus Corp.,3.5999999999999996,Logan Bus Company Inc.,1.6
2017-07-27T02:00:00.000,Reliant Transportation Inc.,7.3999999999999995,Pride Transportation Services,6.2,Hoyt Transportation Corp,5.9,G.V.C. LTD,4.7,Boro Transit Inc.,2.6999999999999997
2017-07-28T02:00:00.000,L & M Bus Corp.,4.5,Pride Transportation Services,4.199999999999999,G.V.C. LTD,3.0,Hoyt Transportation Corp,2.6999999999999997,Reliant Transportation Inc.,2.0
2017-07-31T02:00:00.000,Pride Transportation Services,12.5,Hoyt Transportation Corp,4.0,G.V.C. LTD,3.2,L & M Bus Corp.,3.0,Van Trans LLC,2.9
2017-08-01T02:00:00.000,G.V.C. LTD,6.0,Hoyt Transportation Corp,4.7,Reliant Transportation Inc.,3.3,Logan Bus Company Inc.,2.7,Pride Transportation Services,2.7
2017-08-02T02:00:00.000,Pride Transportation Services,7.699999999999999,Hoyt Transportation Corp,4.199999999999999,All American School Bus,3.5999999999999996,G.V.C. LTD,3.5,Addies,2.9
2017-08-03T02:00:00.000,Pride Transportation Services,6.7,G.V.C. LTD,5.699999999999999,Hoyt Transportation Corp,4.7,Reliant Transportation Inc.,2.6,All American School Bus,2.6
2017-08-04T02:00:00.000,Pride Transportation Services,6.9,Hoyt Transportation Corp,4.6000000000000005,G.V.C. LTD,2.6,L & M Bus Corp.,2.3,Boro Transit Inc.,1.0
2017-08-07T02:00:00.000,Pride Transportation Services,6.1000000000000005,Hoyt Transportation Corp,4.6,All American School Bus,3.0,Logan Bus Company Inc.,2.1999999999999997,G.V.C. LTD,2.1
2017-09-01T02:00:00.000,Reliant Transportation Inc.,3.4,Leesel Transportation Corp.,0.6,Mar-Can Transportation,0.3,Hoyt Transportation Corp,0.3
2017-09-05T02:00:00.000,Reliant Transportation Inc.,6.5,Logan Bus Company Inc.,3.4,Leesel Transportation Corp.,3.4,L & M Bus Corp.,1.8,Boro Transit Inc.,1.2000000000000002
2017-09-06T02:00:00.000,Reliant Transportation Inc.,13.299999999999999,Leesel Transportation Corp.,3.4,B & F Skilled Inc.,2.5,L & M Bus Corp.,2.0,SNT Bus Inc.,2.0
2017-09-07T02:00:00.000,Reliant Transportation Inc.,83.5,Van Trans LLC,14.4,Pioneer Transportation,9.700000000000001,New Dawn Transit LLC,9.6,Leesel Transportation Corp.,9.1
2017-09-08T02:00:00.000,Reliant Transportation Inc.,44.4,Leesel Transportation Corp.,22.5,Pioneer Transportation,11.5,Van Trans LLC,4.5,Boro Transit Inc.,4.4
2017-09-10T02:00:00.000,Pioneer Transportation,0.4,B & F Skilled Inc.,0.3,Reliant Transportation Inc.,0.3
2017-09-11T02:00:00.000,Reliant Transportation Inc.,59.5,Leesel Transportation Corp.,22.8,Pioneer Transportation,20.8,Boro Transit Inc.,7.7,G.V.C. LTD,7.6
2017-09-12T02:00:00.000,Leesel Transportation Corp.,45.9,Reliant Transportation Inc.,43.4,Pioneer Transportation,10.2,L & M Bus Corp.,6.9,Boro Transit Inc.,5.5
2017-09-13T02:00:00.000,Leesel Transportation Corp.,46.599999999999994,Reliant Transportation Inc.,45.49999999999999,Pioneer Transportation,12.1,L & M Bus Corp.,6.3999999999999995,G.V.C. LTD,6.0
2017-09-14T02:00:00.000,Leesel Transportation Corp.,55.0,Reliant Transportation Inc.,35.9,Pioneer Transportation,14.6,New Dawn Transit LLC,13.200000000000001,Van Trans LLC,4.9
2017-09-15T02:00:00.000,Leesel Transportation Corp.,55.199999999999996,Reliant Transportation Inc.,35.3,Pioneer Transportation,13.2,G.V.C. LTD,7.9,New Dawn Transit LLC,7.199999999999999
2017-09-18T02:00:00.000,Leesel Transportation Corp.,71.10000000000001,Reliant Transportation Inc.,60.099999999999994,Pioneer Transportation,14.6,G.V.C. LTD,14.100000000000001,Boro Transit Inc.,7.1000000000000005
2017-09-19T02:00:00.000,Leesel Transportation Corp.,66.8,Reliant Transportation Inc.,29.7,Pioneer Transportation,21.2,New Dawn Transit LLC,14.899999999999999,G.V.C. LTD,13.4
2017-09-20T02:00:00.000,Leesel Transportation Corp.,69.3,Reliant Transportation Inc.,26.9,New Dawn Transit LLC,12.600000000000001,Pioneer Transportation,11.1,G.V.C. LTD,6.8
2017-09-21T02:00:00.000,Leesel Transportation Corp.,7.8,Boro Transit Inc.,0.5,B & F Skilled Inc.,0.4,All American School Bus,0.4,Van Trans LLC,0.4
2017-09-22T02:00:00.000,Jofaz Transportation Inc.,0.4,Thomas Buses Inc.,0.3,All American School Bus,0.2
2017-09-25T02:00:00.000,Leesel Transportation Corp.,81.0,Reliant Transportation Inc.,40.599999999999994,Pioneer Transportation,18.1,G.V.C. LTD,16.3,Boro Transit Inc.,9.2
2017-09-26T02:00:00.000,Leesel Transportation Corp.,68.7,Reliant Transportation Inc.,51.0,Pioneer Transportation,17.099999999999998,G.V.C. LTD,10.700000000000001,SNT Bus Inc.,9.100000000000001
2017-09-27T02:00:00.000,Leesel Transportation Corp.,72.39999999999999,Reliant Transportation Inc.,22.8,Pioneer Transportation,18.099999999999998,G.V.C. LTD,14.3,New Dawn Transit LLC,12.7
2017-09-28T02:00:00.000,Leesel Transportation Corp.,75.8,Reliant Transportation Inc.,31.1,New Dawn Transit LLC,15.3,Pioneer Transportation,13.1,Van Trans LLC,9.299999999999999
2017-09-29T02:00:00.000,Leesel Transportation Corp.,63.99999999999999,Reliant Transportation Inc.,22.2,New Dawn Transit LLC,11.3,Pioneer Transportation,10.999999999999998,G.V.C. LTD,7.0
2017-10-01T02:00:00.000,Careful Bus,1.0
2017-10-02T02:00:00.000,Leesel Transportation Corp.,66.4,Reliant Transportation Inc.,47.0,Pioneer Transportation,20.9,New Dawn Transit LLC,17.799999999999997,G.V.C. LTD,8.799999999999999
2017-10-03T02:00:00.000,Leesel Transportation Corp.,74.9,Reliant Transportation Inc.,43.9,Pioneer Transportation,13.3,Van Trans LLC,10.6,G.V.C. LTD,8.8
2017-10-04T02:00:00.000,Leesel Transportation Corp.,85.60000000000001,Reliant Transportation Inc.,31.5,Pioneer Transportation,14.399999999999999,Van Trans LLC,6.8,G.V.C. LTD,6.0
2017-10-05T02:00:00.000,Leesel Transportation Corp.,69.3,Pioneer Transportation,12.7,New Dawn Transit LLC,11.9,Reliant Transportation Inc.,11.5,Van Trans LLC,7.7
2017-10-06T02:00:00.000,Leesel Transportation Corp.,66.0,Pioneer Transportation,12.1,Reliant Transportation Inc.,10.799999999999999,Van Trans LLC,8.6,Don Thomas Buses Inc.,5.3
2017-10-09T02:00:00.000,Reliant Transportation Inc.,1.0,B & F Skilled Inc.,0.4,Pioneer Transportation,0.2
