2018-06-21T02:00:00.000,Reliant Transportation Inc.,18.2,Leesel Transportation Corp.,12.6,Pioneer Transportation,11.9,Van Trans LLC,5.3999999999999995,New Dawn Transit LLC,4.5
2018-08-30T02:00:00.000,Reliant Transportation Inc.,81.5,Pioneer Transportation,22.9,New Dawn Transit LLC,16.8,Boro Transit Inc.,15.6,Hoyt Transportation Corp,14.7
2018-09-06T02:00:00.000,Reliant Transportation Inc.,169.5,Leesel Transportation Corp.,115.10000000000001,New Dawn Transit LLC,65.8,Pioneer Transportation,51.8,Boro Transit Inc.,42.6
2018-09-13T02:00:00.000,Leesel Transportation Corp.,426.29999999999995,Reliant Transportation Inc.,160.0,Pioneer Transportation,64.69999999999999,G.V.C. LTD,51.4,Selby Transportation Corp.,46.4
2018-09-20T02:00:00.000,Leesel Transportation Corp.,485.09999999999997,Reliant Transportation Inc.,151.89999999999998,Selby Transportation Corp.,59.4,Pioneer Transportation,54.9,G.V.C. LTD,49.3
2018-09-27T02:00:00.000,Leesel Transportation Corp.,208.6,Reliant Transportation Inc.,76.60000000000001,G.V.C. LTD,26.799999999999997,Boro Transit Inc.,23.8,Y & M Transit Corp.,22.0
2018-10-04T02:00:00.000,Leesel Transportation Corp.,173.6,Reliant Transportation Inc.,41.4,Boro Transit Inc.,29.700000000000003,G.V.C. LTD,14.9,Pioneer Transportation,14.5
2018-10-11T02:00:00.000,Leesel Transportation Corp.,444.7,Reliant Transportation Inc.,117.89999999999999,G.V.C. LTD,60.8,Selby Transportation Corp.,52.4,IC Bus Inc.,51.9
2018-10-18T02:00:00.000,Leesel Transportation Corp.,740.1999999999999,Reliant Transportation Inc.,187.2,G.V.C. LTD,113.2,Selby Transportation Corp.,93.0,Pioneer Transportation,83.1
2018-10-25T02:00:00.000,Leesel Transportation Corp.,540.5999999999999,Reliant Transportation Inc.,156.5,G.V.C. LTD,107.4,Selby Transportation Corp.,65.8,Boro Transit Inc.,62.0
2018-11-01T01:00:00.000,Leesel Transportation Corp.,709.2,Reliant Transportation Inc.,188.1,G.V.C. LTD,95.8,Selby Transportation Corp.,69.6,Boro Transit Inc.,64.3
2018-11-08T01:00:00.000,Leesel Transportation Corp.,745.1999999999999,Reliant Transportation Inc.,215.9,Selby Transportation Corp.,100.19999999999999,G.V.C. LTD,99.39999999999999,Pioneer Transportation,83.8
2018-11-15T01:00:00.000,Leesel Transportation Corp.,876.4999999999999,Reliant Transportation Inc.,296.59999999999997,Selby Transportation Corp.,154.70000000000002,Pioneer Transportation,152.29999999999998,Boro Transit Inc.,141.79999999999998
2018-11-22T01:00:00.000,Leesel Transportation Corp.,685.8000000000001,Reliant Transportation Inc.,150.6,Selby Transportation Corp.,91.8,Boro Transit Inc.,69.5,Pioneer Transportation,60.8
2018-11-29T01:00:00.000,Leesel Transportation Corp.,481.4,Reliant Transportation Inc.,100.3,Selby Transportation Corp.,66.6,Boro Transit Inc.,65.7,Pioneer Transportation,56.1
2018-12-06T01:00:00.000,Selby Transportation Corp.,3.0,G.V.C. LTD,2.1,L & M Bus Corp.,2.1,Leesel Transportation Corp.,1.7999999999999998,Boro Transit Inc.,1.0
2018-12-13T01:00:00.000,G.V.C. LTD,5.0,L & M Bus Corp.,1.2000000000000002,Van Trans LLC,0.7,SNT Bus Inc.,0.6000000000000001,Reliant Transportation Inc.,0.6
2018-12-20T01:00:00.000,G.V.C. LTD,3.3,Selby Transportation Corp.,2.4,Pioneer Transportation,0.6,Leesel Transportation Corp.,0.6,L & M Bus Corp.,0.4
2018-12-27T01:00:00.000,Selby Transportation Corp.,1.2,Van Trans LLC,0.6,New Dawn Transit LLC,0.4,L & M Bus Corp.,0.4,I & Y Transit Corp,0.4
2019-01-03T01:00:00.000,Leesel Transportation Corp.,441.5,Reliant Transportation Inc.,89.8,Selby Transportation Corp.,61.0,New Dawn Transit LLC,45.1,G.V.C. LTD,40.4
2019-01-10T01:00:00.000,Leesel Transportation Corp.,485.8,Reliant Transportation Inc.,118.8,Selby Transportation Corp.,73.0,Boro Transit Inc.,57.400000000000006,New Dawn Transit LLC,57.300000000000004
2019-01-17T01:00:00.000,Leesel Transportation Corp.,440.9,Reliant Transportation Inc.,92.2,Selby Transportation Corp.,63.4,Boro Transit Inc.,47.8,Pioneer Transportation,35.9
2019-01-24T01:00:00.000,Leesel Transportation Corp.,1015.0,Reliant Transportation Inc.,219.0,Selby Transportation Corp.,148.79999999999998,G.V.C. LTD,124.8,Pioneer Transportation,64.7
2019-01-31T01:00:00.000,Leesel Transportation Corp.,1009.1,Reliant Transportation Inc.,213.2,Pioneer Transportation,156.8,Selby Transportation Corp.,139.2,Boro Transit Inc.,127.1
2019-02-07T01:00:00.000,Leesel Transportation Corp.,656.4,Reliant Transportation Inc.,179.1,Selby Transportation Corp.,97.0,G.V.C. LTD,92.7,Boro Transit Inc.,59.5
2019-02-14T01:00:00.000,Leesel Transportation Corp.,235.5,G.V.C. LTD,54.599999999999994,Selby Transportation Corp.,44.199999999999996,Reliant Transportation Inc.,42.199999999999996,Pioneer Transportation,20.0
2019-02-21T01:00:00.000,Leesel Transportation Corp.,347.5,Reliant Transportation Inc.,89.6,Selby Transportation Corp.,64.60000000000001,G.V.C. LTD,59.0,Pioneer Transportation,46.8
2019-02-28T01:00:00.000,Leesel Transportation Corp.,510.1,Reliant Transportation Inc.,135.59999999999997,G.V.C. LTD,89.19999999999999,Selby Transportation Corp.,85.60000000000001,Pioneer Transportation,51.2
2019-03-07T01:00:00.000,Leesel Transportation Corp.,562.9,Reliant Transportation Inc.,146.29999999999998,Selby Transportation Corp.,96.39999999999999,G.V.C. LTD,86.39999999999999,Boro Transit Inc.,56.3
2019-03-14T01:00:00.000,Leesel Transportation Corp.,477.99999999999994,Reliant Transportation Inc.,111.7,Selby Transportation Corp.,70.89999999999999,G.V.C. LTD,68.3,Boro Transit Inc.,45.599999999999994
2019-03-21T01:00:00.000,Leesel Transportation Corp.,507.79999999999995,Reliant Transportation Inc.,151.8,Selby Transportation Corp.,72.5,G.V.C. LTD,71.2,Boro Transit Inc.,55.2
2019-03-28T01:00:00.000,Leesel Transportation Corp.,246.0,Reliant Transportation Inc.,146.29999999999998,G.V.C. LTD,88.5,Selby Transportation Corp.,60.99999999999999,Boro Transit Inc.,58.7
2019-04-04T02:00:00.000,Leesel Transportation Corp.,251.7,Reliant Transportation Inc.,162.39999999999998,Pioneer Transportation,75.3,G.V.C. LTD,73.3,Selby Transportation Corp.,55.199999999999996
2019-04-11T02:00:00.000,Leesel Transportation Corp.,58.5,Reliant Transportation Inc.,28.2,Pioneer Transportation,13.9,Selby Transportation Corp.,13.2,SNT Bus Inc.,13.1
2019-04-18T02:00:00.000,G.V.C. LTD,1.4,Selby Transportation Corp.,0.6,Leesel Transportation Corp.,0.6,Empire State Bus Corp.,0.3,SNT Bus Inc.,0.2
2019-04-25T02:00:00.000,G.V.C. LTD,2.1,Don Thomas Buses Inc.,0.8999999999999999,Another Ride Inc.,0.6,Boro Transit Inc.,0.5,M.J.T. Bus Company,0.4
2019-05-02T02:00:00.000,G.V.C. LTD,5.4,Selby Transportation Corp.,3.5999999999999996,Don Thomas Buses Inc.,1.2,Leesel Transportation Corp.,0.6,New Dawn Transit LLC,0.4
2019-05-09T02:00:00.000,G.V.C. LTD,4.9,Selby Transportation Corp.,1.7999999999999998,Leesel Transportation Corp.,1.7999999999999998,I & Y Transit Corp,1.2000000000000002,Boro Transit Inc.,1.2
2019-05-16T02:00:00.000,Leesel Transportation Corp.,284.1,Reliant Transportation Inc.,123.8,Pioneer Transportation,60.5,Selby Transportation Corp.,54.0,G.V.C. LTD,52.8
2019-05-23T02:00:00.000,Leesel Transportation Corp.,234.79999999999998,Reliant Transportation Inc.,122.4,Selby Transportation Corp.,60.99999999999999,Pioneer Transportation,57.3,G.V.C. LTD,40.2
2019-05-30T02:00:00.000,Leesel Transportation Corp.,219.1,Reliant Transportation Inc.,110.8,Selby Transportation Corp.,64.2,Pioneer Transportation,63.3,Boro Transit Inc.,52.5
2019-06-06T02:00:00.000,Leesel Transportation Corp.,242.4,Reliant Transportation Inc.,73.9,Selby Transportation Corp.,55.0,G.V.C. LTD,50.4,Boro Transit Inc.,46.5
2019-06-13T02:00:00.000,Leesel Transportation Corp.,265.0,Selby Transportation Corp.,81.8,Reliant Transportation Inc.,73.3,G.V.C. LTD,63.4,Pioneer Transportation,55.0
2019-06-20T02:00:00.000,Leesel Transportation Corp.,236.2,G.V.C. LTD,64.1,Selby Transportation Corp.,57.0,Reliant Transportation Inc.,49.5,New Dawn Transit LLC,43.800000000000004
2019-06-27T02:00:00.000,Selby Transportation Corp.,2.4,L & M Bus Corp.,1.4,Don Thomas Buses Inc.,0.6,G.V.C. LTD,0.3,Boro Transit Inc.,0.2
2019-08-29T02:00:00.000,Reliant Transportation Inc.,40.300000000000004,Leesel Transportation Corp.,26.9,Boro Transit Inc.,14.6,L & M Bus Corp.,14.0,Pride Transportation Services,12.4
2019-09-05T02:00:00.000,Reliant Transportation Inc.,444.59999999999997,Leesel Transportation Corp.,299.3,Pioneer Transportation,161.8,Boro Transit Inc.,153.3,First Steps Transportation Inc.,103.6
2019-09-12T02:00:00.000,Leesel Transportation Corp.,419.79999999999995,Reliant Transportation Inc.,234.39999999999998,Pioneer Transportation,86.19999999999999,Boro Transit Inc.,78.2,G.V.C. LTD,70.0
2019-09-19T02:00:00.000,Leesel Transportation Corp.,644.2,Reliant Transportation Inc.,250.0,Boro Transit Inc.,116.9,G.V.C. LTD,97.0,Pioneer Transportation,87.0
2019-09-26T02:00:00.000,Leesel Transportation Corp.,359.5,Reliant Transportation Inc.,155.3,G.V.C. LTD,48.900000000000006,Pioneer Transportation,47.8,Boro Transit Inc.,46.099999999999994
2019-10-03T02:00:00.000,Leesel Transportation Corp.,524.9,Reliant Transportation Inc.,195.4,G.V.C. LTD,69.2,Boro Transit Inc.,66.4,Pride Transportation Services,51.0
2019-10-10T02:00:00.000,Leesel Transportation Corp.,493.59999999999997,Reliant Transportation Inc.,174.9,Boro Transit Inc.,79.3,G.V.C. LTD,62.5,Empire Charter Service Inc.,44.6
2019-10-17T02:00:00.000,Leesel Transportation Corp.,717.5999999999999,Reliant Transportation Inc.,201.3,G.V.C. LTD,119.0,Boro Transit Inc.,86.1,Pioneer Transportation,54.7
2019-10-24T02:00:00.000,Leesel Transportation Corp.,740.8,Reliant Transportation Inc.,313.09999999999997,Boro Transit Inc.,124.19999999999999,Pioneer Transportation,88.80000000000001,G.V.C. LTD,83.0
2019-10-31T01:00:00.000,Leesel Transportation Corp.,488.2,Reliant Transportation Inc.,275.3,Boro Transit Inc.,93.8,G.V.C. LTD,91.89999999999999,Pioneer Transportation,70.8
2019-11-07T01:00:00.000,Leesel Transportation Corp.,301.5,Reliant Transportation Inc.,156.6,Boro Transit Inc.,78.6,SNT Bus Inc.,63.599999999999994,G.V.C. LTD,51.4
2019-11-14T01:00:00.000,Leesel Transportation Corp.,659.1,Reliant Transportation Inc.,236.2,Boro Transit Inc.,139.8,G.V.C. LTD,91.0,SNT Bus Inc.,64.6
