2015-08-03T02:00:00.000,Brooklyn,45.0,Manhattan,15.0,Westchester,25.0,Bronx,30.0
2015-09-02T02:00:00.000,Manhattan,101.83983451536643,Nassau County,31.966216216216218,All Boroughs,31.785714285714285,Staten Island,42.80186170212766,Queens,46.29650238473768,Bronx,28.148448043184885,Rockland County,31.136363636363637,Westchester,24.45692883895131,New Jersey,604.5,Brooklyn,32.822050290135394
2015-10-02T02:00:00.000,Bronx,19.62824074074074,New Jersey,35.25,Connecticut,30.0,Rockland County,24.537037037037038,All Boroughs,32.096774193548384,Westchester,22.406084656084655,Queens,32.46585648148148,Brooklyn,30.873870967741937,Nassau County,30.721649484536083,Staten Island,17.17313432835821,Manhattan,46.57136824324324
2015-11-01T01:00:00.000,Queens,30.01497504159734,Brooklyn,29.850789692435576,Westchester,17.580555555555556,Connecticut,37.5,All Boroughs,29.75,New Jersey,23.863636363636363,Rockland County,22.05,Nassau County,34.49324324324324,Staten Island,18.208333333333332,Bronx,24.414264036418817,Manhattan,43.937060203283814
2015-12-01T01:00:00.000,Queens,52.48693379790941,Westchester,25.37037037037037,Connecticut,20.0,New Jersey,27.608695652173914,All Boroughs,31.0,Brooklyn,200.13142375737152,Staten Island,18.3840206185567,Nassau County,33.68852459016394,Bronx,33.013888888888886,Rockland County,25.291666666666668,Manhattan,29.74239350912779
2015-12-31T01:00:00.000,Brooklyn,37.07120743034056,Queens,36.98962093862816,Manhattan,29.149812734082396,New Jersey,19.516129032258064,All Boroughs,28.94736842105263,Staten Island,30.175519630484988,Rockland County,31.630434782608695,Connecticut,23.0,Bronx,41.21666666666667,Nassau County,38.68674698795181,Westchester,28.15714285714286
2016-01-30T01:00:00.000,Manhattan,26.610814419225633,Brooklyn,72.86793372319688,Bronx,21.666161616161617,Nassau County,26.323529411764707,Rockland County,29.285714285714285,Queens,34.95514950166113,New Jersey,28.40909090909091,Connecticut,23.0,Staten Island,17.021008403361346,Westchester,20.15625,All Boroughs,26.53846153846154
2016-02-29T01:00:00.000,Rockland County,33.020833333333336,Bronx,30.798941798941797,All Boroughs,28.333333333333332,Connecticut,16.0,New Jersey,23.695652173913043,Queens,28.9806800618238,Nassau County,29.595588235294116,Manhattan,45.977120535714285,Brooklyn,31.222381635581062,Westchester,18.737113402061855,Staten Island,16.3133971291866
2016-03-30T02:00:00.000,Queens,37.7984,Bronx,19.003012048192772,Connecticut,30.0,New Jersey,39.5,All Boroughs,28.076923076923077,Westchester,18.404306220095695,Nassau County,25.948275862068964,Manhattan,27.639585605234462,Staten Island,18.25328947368421,Rockland County,25.652173913043477,Brooklyn,33.619258662369056
2016-04-29T02:00:00.000,Westchester,22.473799126637555,Brooklyn,32.12894930198384,Manhattan,37.8080888183981,Connecticut,10.0,Rockland County,22.77027027027027,All Boroughs,32.8,Nassau County,30.542168674698797,Staten Island,19.026905829596412,Queens,27.492847854356306,New Jersey,22.058823529411764,Bronx,21.292395693135937
2016-05-29T02:00:00.000,Manhattan,28.785913528591355,Brooklyn,31.240185950413224,Staten Island,18.375,Rockland County,21.333333333333332,New Jersey,18.928571428571427,Connecticut,15.0,Queens,38.82434782608696,All Boroughs,33.333333333333336,Nassau County,26.833333333333332,Westchester,18.958333333333332,Bronx,20.18935516888434
2016-06-28T02:00:00.000,Bronx,22.76599634369287,Queens,29.123376623376622,New Jersey,45.0,Nassau County,32.857142857142854,Brooklyn,28.63848039215686,Rockland County,28.125,Westchester,25.285714285714285,Staten Island,33.76068376068376,All Boroughs,28.75,Manhattan,31.824742268041238
2016-07-28T02:00:00.000,Queens,31.658767772511847,Brooklyn,30.230125523012553,All Boroughs,36.25,Westchester,22.971153846153847,Nassau County,25.657894736842106,Bronx,23.02577319587629,Manhattan,31.46514423076923,Rockland County,23.0,Staten Island,27.84722222222222
2016-08-27T02:00:00.000,Brooklyn,40.863112391930834,Westchester,24.470954356846473,All Boroughs,43.75,New Jersey,25.0,Staten Island,16.580246913580247,Rockland County,22.972972972972972,Nassau County,30.603658536585368,Queens,28.00652528548124,Manhattan,36.32632146709817,Connecticut,25.0,Bronx,36.849419448476056
2016-09-26T02:00:00.000,Nassau County,34.56132075471698,Bronx,22.61639185257032,Brooklyn,33.55842391304348,All Boroughs,36.5,Connecticut,16.666666666666668,Rockland County,30.565217391304348,New Jersey,464.0,Manhattan,34.449769585253456,Westchester,27.27672955974843,Queens,32.292,Staten Island,16.620092378752886
2016-10-26T02:00:00.000,Queens,30.29553903345725,Brooklyn,74.30286738351255,Bronx,21.511245200219417,Nassau County,31.78030303030303,New Jersey,28.295454545454547,Manhattan,28.5443864229765,Connecticut,18.636363636363637,All Boroughs,34.54545454545455,Staten Island,18.169099756690997,Rockland County,31.346153846153847,Westchester,43.56828193832599
2016-11-25T01:00:00.000,Queens,34.642140468227424,Bronx,22.623543123543122,Connecticut,20.0,New Jersey,52.71739130434783,Rockland County,46.25,Manhattan,37.68330388692579,Westchester,43.42325581395349,All Boroughs,36.42857142857143,Brooklyn,28.383956386292834,Nassau County,31.957142857142856,Staten Island,20.23391812865497
2016-12-25T01:00:00.000,Brooklyn,33.54258098223615,Bronx,24.677175283732662,Queens,38.712351945854486,All Boroughs,40.833333333333336,Westchester,46.830065359477125,Manhattan,34.60120350109409,New Jersey,28.235294117647058,Staten Island,22.182266009852217,Nassau County,32.99242424242424,Rockland County,29.0
